var_0,var_1,var_2,const_0,const_1,const_2,target
-3.86522,-2.86631,-3.66872,0.0,0.0,0.0,0.0
3.07629,-4.48652,-0.89106,0.0,0.0,0.0,0.00367
-2.9579,-2.93778,-2.63895,0.0,0.0,0.0,0.0
0.30049,-3.60826,2.48217,0.0,0.0,0.0,0.11898
-4.0073,4.66901,-0.73308,0.0,0.0,0.0,0.00265
0.1738,-4.30957,-3.97632,0.0,0.0,0.0,0.12459
3.57869,-3.52258,4.821,0.0,0.0,0.0,0.0
-1.92417,3.8763,1.08621,0.0,0.0,0.0,0.01711
2.67765,-1.0956,-2.19412,0.0,0.0,0.0,0.0
-0.91286,-4.08167,-2.34846,0.0,0.0,0.0,0.01444
-4.30393,-4.60883,-1.31731,0.0,0.0,0.0,0.0
2.63176,2.46739,-3.87045,0.0,0.0,0.0,0.0
4.54578,-2.69116,0.04727,0.0,0.0,0.0,0.14078
0.51482,2.49523,3.69024,0.0,0.0,0.0,0.02412
-1.62959,1.84298,0.75654,0.0,0.0,0.0,0.05611
-1.19481,5.06029,3.735,0.0,0.0,0.0,1e-05
-1.42729,-4.32498,-2.97104,0.0,0.0,0.0,1e-05
0.12297,-1.23471,-1.52721,0.0,0.0,0.0,0.11204
-2.75129,0.14548,-2.5133,0.0,0.0,0.0,0.0
-3.89616,1.81209,4.01807,0.0,0.0,0.0,0.0
-1.68541,-0.41764,-1.04178,0.0,0.0,0.0,0.00208
2.32404,-0.02366,-1.49747,0.0,0.0,0.0,0.0
-2.29921,0.76124,0.68529,0.0,0.0,0.0,0.01991
4.58316,-2.0615,3.59474,0.0,0.0,0.0,0.0
4.11647,-3.0525,3.5983,0.0,0.0,0.0,0.0
-0.33,0.01373,-1.89796,0.0,0.0,0.0,0.0
0.65054,-0.58149,3.58809,0.0,0.0,0.0,0.0022
-1.38162,-3.43376,-3.39419,0.0,0.0,0.0,0.0
-1.07578,1.9121,-3.58426,0.0,0.0,0.0,6e-05
0.44691,-4.87343,-1.35802,0.0,0.0,0.0,0.11156
-4.621,-0.87159,-1.33268,0.0,0.0,0.0,0.0
-1.55987,1.8608,-4.67501,0.0,0.0,0.0,0.0
-1.02813,-5.06126,3.68246,0.0,0.0,0.0,8e-05
1.21735,-0.91614,-3.70283,0.0,0.0,0.0,0.0
2.31295,-0.49315,-0.80865,0.0,0.0,0.0,0.00366
5.02232,-3.61019,5.11777,0.0,0.0,0.0,0.0
-0.70753,-0.77793,-0.90428,0.0,0.0,0.0,0.05941
2.88717,3.74229,-2.03426,0.0,0.0,0.0,0.0
4.23507,-0.8229,-0.21394,0.0,0.0,0.0,0.05007
-1.95615,4.19854,-0.87449,0.0,0.0,0.0,0.0343
-4.60749,1.947,2.52962,0.0,0.0,0.0,0.0
3.15948,2.8512,4.48251,0.0,0.0,0.0,0.0
-2.26358,3.35176,3.58853,0.0,0.0,0.0,0.0
-0.11214,2.41641,4.19968,0.0,0.0,0.0,0.12957
-3.78468,-2.93747,1.90116,0.0,0.0,0.0,0.0
1.95343,-2.60985,0.81442,0.0,0.0,0.0,0.04478
-3.47922,0.49386,-3.79606,0.0,0.0,0.0,0.0
4.17258,-2.0408,-2.29058,0.0,0.0,0.0,0.0
1.04693,0.05873,-3.40555,0.0,0.0,0.0,0.0
3.6817,2.38543,-0.20002,0.0,0.0,0.0,0.10195
0.52092,-0.6193,-1.48745,0.0,0.0,0.0,0.03225
2.72458,-1.85011,0.46092,0.0,0.0,0.0,0.06539
1.45397,2.52287,1.53677,0.0,0.0,0.0,0.01193
-3.51025,-1.58023,0.5868,0.0,0.0,0.0,0.01696
2.02147,2.16793,-4.23326,0.0,0.0,0.0,0.0
2.4698,-3.21729,3.71564,0.0,0.0,0.0,0.0
-3.03353,-4.90949,-1.38641,0.0,0.0,0.0,2e-05
-3.96263,-1.22471,-4.16304,0.0,0.0,0.0,0.0
4.59951,0.00645,4.93617,0.0,0.0,0.0,0.0
2.96706,-2.66994,-3.73481,0.0,0.0,0.0,0.0
1.4244,3.83401,-0.68924,0.0,0.0,0.0,0.08718
2.53144,2.01283,0.20139,0.0,0.0,0.0,0.13531
2.70854,2.31973,0.13666,0.0,0.0,0.0,0.13604
2.79553,1.71909,-4.71701,0.0,0.0,0.0,0.0
4.53864,1.95399,1.59409,0.0,0.0,0.0,0.0
-3.33555,-1.46426,0.20691,0.0,0.0,0.0,0.09626
-4.9942,-3.82022,-1.79884,0.0,0.0,0.0,0.0
-3.00893,4.96196,3.66004,0.0,0.0,0.0,0.0
3.72198,3.8696,-2.648,0.0,0.0,0.0,0.0
2.04627,-4.08536,2.5523,0.0,0.0,0.0,0.0
4.92958,4.96648,0.76482,0.0,0.0,0.0,0.00017
1.93815,0.52872,3.53342,0.0,0.0,0.0,0.0
-0.40631,3.75297,-0.66747,0.0,0.0,0.0,0.15457
-2.61537,2.68272,4.48707,0.0,0.0,0.0,0.0
-3.47639,2.72219,-2.58325,0.0,0.0,0.0,0.0
4.69795,-1.03099,3.318,0.0,0.0,0.0,0.0
2.57891,-1.64195,3.38046,0.0,0.0,0.0,0.0
3.11225,-2.84447,-0.55606,0.0,0.0,0.0,0.03512
2.71046,3.97309,-3.30426,0.0,0.0,0.0,0.0
4.50532,3.91928,4.34489,0.0,0.0,0.0,0.0
-4.19539,0.54385,0.89983,0.0,0.0,0.0,2e-05
-3.96256,-0.43451,-3.45364,0.0,0.0,0.0,0.0
-0.49361,3.8221,2.48055,0.0,0.0,0.0,0.07508
-3.72125,0.40798,-4.30836,0.0,0.0,0.0,0.0
-3.10394,3.5778,2.14684,0.0,0.0,0.0,0.0
-2.97252,2.5536,-2.06759,0.0,0.0,0.0,0.0
-3.71527,0.61626,-1.2837,0.0,0.0,0.0,0.0
-4.00572,-3.80533,4.2777,0.0,0.0,0.0,0.0
-3.32016,-4.55257,-1.48409,0.0,0.0,0.0,0.0
-3.98468,4.24805,2.6342,0.0,0.0,0.0,0.0
0.862,1.23313,3.45954,0.0,0.0,0.0,0.00114
2.84964,-3.26248,4.89577,0.0,0.0,0.0,0.0
-3.45842,-3.74384,0.78077,0.0,0.0,0.0,0.00429
4.80605,-1.99024,0.66246,0.0,0.0,0.0,0.00054
-1.52576,2.2257,-4.4004,0.0,0.0,0.0,0.0
-2.23465,4.86008,-1.17251,0.0,0.0,0.0,0.00383
-1.97386,1.93195,2.38468,0.0,0.0,0.0,1e-05
3.89666,-3.15143,-3.37101,0.0,0.0,0.0,86.51583
-4.12235,-2.84278,2.99779,0.0,0.0,0.0,39.43934
1.36922,-4.70722,-1.7459,0.0,0.0,0.0,65.92734
0.67881,1.65518,-4.37959,0.0,0.0,0.0,53.74527
2.14379,-0.37746,-4.1322,0.0,0.0,0.0,-2.14246
4.6982,-1.35168,-3.60891,0.0,0.0,0.0,-27.85546
0.93016,-0.58372,3.73205,0.0,0.0,0.0,3.21551
-1.38886,2.28757,-2.73316,0.0,0.0,0.0,35.37694
-1.88906,-4.26963,1.16621,0.0,0.0,0.0,20.54071
-1.87272,-0.42996,-2.11223,0.0,0.0,0.0,-2.43836
1.35534,0.09617,4.55741,0.0,0.0,0.0,-1.91459
-2.33526,-2.47815,2.06863,0.0,0.0,0.0,20.42753
0.80489,-3.02659,-1.61044,0.0,0.0,0.0,21.81836
-0.83289,-1.11094,4.10481,0.0,0.0,0.0,20.17216
-4.25765,3.19151,-1.8612,0.0,0.0,0.0,-7.5913
4.46386,-4.56612,2.88265,0.0,0.0,0.0,125.52493
-5.11758,-0.51605,1.92697,0.0,0.0,0.0,-69.74453
3.22075,0.67412,4.42144,0.0,0.0,0.0,-3.53897
2.96183,4.41999,0.33125,0.0,0.0,0.0,-7.84993
-1.27454,-4.42585,-0.47987,0.0,0.0,0.0,2.91619
-2.07974,-2.42348,-4.7681,0.0,0.0,0.0,128.44334
0.43285,-3.8386,-1.71972,0.0,0.0,0.0,40.86022
-0.73011,2.76978,-4.54846,0.0,0.0,0.0,171.38239
3.74661,3.51233,2.55855,0.0,0.0,0.0,59.68271
1.74407,4.74501,3.62869,0.0,0.0,0.0,305.68121
-1.67476,0.23412,-1.71161,0.0,0.0,0.0,-2.8212
1.3266,-0.19015,0.00564,0.0,0.0,0.0,-2.07351
4.07005,1.65605,2.13427,0.0,0.0,0.0,-18.53321
0.43604,-3.19673,-4.74941,0.0,0.0,0.0,233.37421
4.81363,-3.7756,2.54411,0.0,0.0,0.0,30.46759
4.66179,0.44467,-4.85948,0.0,0.0,0.0,-45.83448
3.82941,-0.27873,2.27187,0.0,0.0,0.0,-21.52851
-0.14031,3.38784,4.16399,0.0,0.0,0.0,184.04996
-2.9963,-3.12896,-1.76639,0.0,0.0,0.0,21.78905
-1.2445,0.63213,2.59992,0.0,0.0,0.0,0.72448
2.11584,-3.87912,2.45676,0.0,0.0,0.0,75.90105
0.0726,0.7484,-4.57334,0.0,0.0,0.0,10.62692
-2.41977,-1.7601,2.73733,0.0,0.0,0.0,19.08422
-0.59363,0.47714,3.86284,0.0,0.0,0.0,2.48665
-3.8601,0.33624,-4.39549,0.0,0.0,0.0,-19.61669
-3.27766,3.34217,-4.45289,0.0,0.0,0.0,196.62236
-4.82534,-1.95698,3.52227,0.0,0.0,0.0,-19.74494
-0.41976,3.74292,3.26553,0.0,0.0,0.0,138.13081
-4.56109,4.14818,2.42382,0.0,0.0,0.0,46.63162
3.29823,2.00989,-2.05707,0.0,0.0,0.0,5.23755
2.06938,3.52967,2.3831,0.0,0.0,0.0,66.20334
-4.91154,2.72463,-4.3022,0.0,0.0,0.0,78.37756
-4.8371,0.4491,3.07182,0.0,0.0,0.0,-70.19066
4.47059,2.85803,0.69507,0.0,0.0,0.0,-39.81511
4.81806,-2.0982,-2.43392,0.0,0.0,0.0,-36.77093
-2.23674,1.53412,2.21287,0.0,0.0,0.0,6.20133
-4.67305,0.78451,-4.8717,0.0,0.0,0.0,-37.66113
2.71761,-2.8957,-1.72304,0.0,0.0,0.0,18.39702
-4.60993,4.92679,-3.19659,0.0,0.0,0.0,181.47521
1.06758,3.58549,2.67288,0.0,0.0,0.0,72.44833
1.0535,0.58994,3.1451,0.0,0.0,0.0,1.59269
1.91713,-1.31477,0.4397,0.0,0.0,0.0,-3.43881
-2.90688,-1.47259,4.56268,0.0,0.0,0.0,34.23775
-3.19014,-1.72957,4.31089,0.0,0.0,0.0,43.5664
-4.6257,-0.87546,4.38891,0.0,0.0,0.0,-44.08145
-1.98968,-0.34983,2.88886,0.0,0.0,0.0,-3.13346
-1.82925,0.76621,-2.07749,0.0,0.0,0.0,-0.47937
-2.62184,-0.26171,0.18809,0.0,0.0,0.0,-6.27548
2.23395,-1.70313,2.23487,0.0,0.0,0.0,9.88585
-4.57425,2.23592,-1.97543,0.0,0.0,0.0,-35.28812
4.43864,3.32055,-0.73534,0.0,0.0,0.0,-43.14415
0.51002,-2.00576,1.60063,0.0,0.0,0.0,8.94629
-3.4988,-4.91356,4.10161,0.0,0.0,0.0,395.64707
-3.07391,3.47201,-1.08995,0.0,0.0,0.0,3.83906
-0.31417,-1.18467,0.57067,0.0,0.0,0.0,-0.53814
4.12845,0.00348,3.29507,0.0,0.0,0.0,-31.78215
-2.81691,2.02702,-2.04974,0.0,0.0,0.0,8.75328
3.95904,2.21148,3.65992,0.0,0.0,0.0,37.80569
-0.66544,-3.64235,0.13076,0.0,0.0,0.0,-1.0962
0.61251,-2.63779,3.28421,0.0,0.0,0.0,75.5799
0.0778,4.97032,0.47384,0.0,0.0,0.0,4.20863
3.4939,0.80833,-2.83162,0.0,0.0,0.0,-12.11534
-1.81207,-0.80404,3.46202,0.0,0.0,0.0,4.42273
-3.17649,4.58436,0.93338,0.0,0.0,0.0,6.0472
4.39772,-2.25489,-1.02605,0.0,0.0,0.0,-32.78562
-1.11771,-1.90411,-4.83392,0.0,0.0,0.0,78.38129
3.43676,-2.62918,2.77436,0.0,0.0,0.0,39.3681
4.40966,4.5319,0.7433,0.0,0.0,0.0,-29.35421
-2.03893,2.63362,-4.71802,0.0,0.0,0.0,158.02407
0.89241,-4.61809,2.98729,0.0,0.0,0.0,191.68453
-4.27308,-2.47092,-3.53472,0.0,0.0,0.0,49.14297
4.05355,1.76985,3.48656,0.0,0.0,0.0,13.31503
4.41016,-4.08075,4.08891,0.0,0.0,0.0,244.15705
-0.77137,4.43657,0.54414,0.0,0.0,0.0,4.64206
3.73635,-3.87893,4.4978,0.0,0.0,0.0,286.66579
2.30801,-2.49698,0.40945,0.0,0.0,0.0,-4.42164
4.38324,-0.55985,0.59625,0.0,0.0,0.0,-34.80292
-1.55383,3.42564,5.07196,0.0,0.0,0.0,300.19023
-2.12008,-4.65201,3.76556,0.0,0.0,0.0,258.14091
-4.72618,3.05168,-3.43091,0.0,0.0,0.0,53.15555
2.7422,-4.85741,0.82441,0.0,0.0,0.0,8.71154
-4.96322,-1.31787,3.03943,0.0,0.0,0.0,-59.51353
2.09466,-1.44219,4.13147,0.0,0.0,0.0,34.52675
4.22568,0.613,4.89674,0.0,0.0,0.0,-24.21558
3.05155,-3.56703,0.36412,0.0,0.0,0.0,-8.69052
-0.74676,5.00073,4.38952,0.0,0.0,0.0,32.62399
4.68185,3.82101,0.5189,0.0,0.0,0.0,-10.92475
-3.76589,2.37008,-0.07542,0.0,0.0,0.0,0.57468
-2.58433,4.98701,2.95029,0.0,0.0,0.0,-64.07183
3.49852,1.78309,-0.45588,0.0,0.0,0.0,1.88806
4.49741,-2.29763,-2.11029,0.0,0.0,0.0,17.74188
-1.47201,-1.81022,-0.63118,0.0,0.0,0.0,0.77526
2.92011,1.6693,4.18482,0.0,0.0,0.0,-12.68753
-4.15696,-3.75578,-0.93784,0.0,0.0,0.0,19.65646
-4.93613,-2.89007,2.71075,0.0,0.0,0.0,-31.85792
2.3939,2.96718,-3.76297,0.0,0.0,0.0,29.35521
2.70054,-4.20386,-2.65264,0.0,0.0,0.0,49.56313
3.85333,-1.94676,-1.09877,0.0,0.0,0.0,5.83598
2.90523,2.46403,2.59233,0.0,0.0,0.0,-16.40279
-3.72654,-0.15578,2.73432,0.0,0.0,0.0,-0.09027
0.90554,1.34087,0.95553,0.0,0.0,0.0,0.15762
-1.51987,2.49979,3.05413,0.0,0.0,0.0,-7.30406
2.75734,2.70116,3.64222,0.0,0.0,0.0,-28.13777
-3.92997,3.87219,4.19307,0.0,0.0,0.0,-87.14416
-1.3545,-4.92032,-2.74734,0.0,0.0,0.0,20.8398
1.12555,3.48413,-4.80316,0.0,0.0,0.0,6.75541
3.02079,1.73091,-0.21119,0.0,0.0,0.0,0.62679
-2.06558,-3.58613,4.71131,0.0,0.0,0.0,-49.035
4.35813,-1.68589,1.93202,0.0,0.0,0.0,-8.36255
-3.30401,-2.56714,3.66058,0.0,0.0,0.0,-26.12517
2.87002,-0.96003,0.07162,0.0,0.0,0.0,-0.06539
0.1282,3.12913,2.97177,0.0,0.0,0.0,59.42318
0.88462,2.19321,-0.92857,0.0,0.0,0.0,-0.57789
1.89644,0.45335,4.47201,0.0,0.0,0.0,-0.52776
-3.0138,-3.63969,3.04584,0.0,0.0,0.0,-44.02287
2.13266,4.53895,-3.14025,0.0,0.0,0.0,50.84076
-4.52166,-4.1833,-5.04538,0.0,0.0,0.0,148.10358
-0.2861,-0.89297,-0.2495,0.0,0.0,0.0,-0.2392
0.93194,0.31094,-2.36632,0.0,0.0,0.0,-0.02266
3.7411,-2.43581,-2.63753,0.0,0.0,0.0,20.89759
2.05535,-1.46587,1.01863,0.0,0.0,0.0,-1.74311
-1.19669,0.85142,2.26339,0.0,0.0,0.0,-0.18541
-2.54017,-2.28183,0.36215,0.0,0.0,0.0,-1.52598
2.4767,2.23771,-4.34349,0.0,0.0,0.0,20.12254
2.22028,-2.06898,-0.64963,0.0,0.0,0.0,2.3272
0.79677,-1.05361,0.95674,0.0,0.0,0.0,0.20301
0.40121,4.1612,-0.79787,0.0,0.0,0.0,-11.54101
0.05782,-4.78809,3.91248,0.0,0.0,0.0,266.77543
4.16025,2.38244,-3.49041,0.0,0.0,0.0,31.2689
-3.73099,3.12761,2.90381,0.0,0.0,0.0,-44.21219
-2.81627,-0.3682,0.73762,0.0,0.0,0.0,-0.11053
0.5905,-1.36481,1.13788,0.0,0.0,0.0,1.10401
4.15252,-2.23384,-0.45435,0.0,0.0,0.0,3.52119
-2.42756,1.29504,-0.45059,0.0,0.0,0.0,0.64588
0.06142,2.24228,4.05115,0.0,0.0,0.0,56.99456
3.06921,1.93453,-2.30322,0.0,0.0,0.0,9.87978
-1.91208,-3.47952,-0.15003,0.0,0.0,0.0,1.20841
1.59928,0.3485,0.58449,0.0,0.0,0.0,-0.03422
3.49504,4.98174,2.82476,0.0,0.0,0.0,-85.32834
1.77004,-1.47173,-2.89881,0.0,0.0,0.0,4.21395
1.76481,-2.53597,3.67342,0.0,0.0,0.0,-13.27602
0.91275,2.2032,0.2376,0.0,0.0,0.0,0.09216
-2.29201,-2.22668,4.51266,0.0,0.0,0.0,-20.50323
-3.31508,2.8045,4.11944,0.0,0.0,0.0,-38.38069
-4.50766,-4.74456,4.63533,0.0,0.0,0.0,-162.79093
4.1764,-2.27796,5.09636,0.0,0.0,0.0,-38.54512
3.24883,-0.50574,0.7922,0.0,0.0,0.0,-0.24293
-2.52654,-1.00964,1.41138,0.0,0.0,0.0,-1.13206
1.05304,-1.44902,3.34152,0.0,0.0,0.0,-0.34058
-4.18372,-3.3883,4.77009,0.0,0.0,0.0,-82.50236
1.89038,-1.01913,-1.61959,0.0,0.0,0.0,1.06893
-4.3592,1.6595,4.33085,0.0,0.0,0.0,-16.52749
0.99595,3.68769,2.02315,0.0,0.0,0.0,0.02848
-4.84001,-2.42829,0.07522,0.0,0.0,0.0,-0.78704
0.18184,-4.20132,-1.96856,0.0,0.0,0.0,-60.62612
-1.12224,-4.48463,-2.19669,0.0,0.0,0.0,5.05693
2.67137,3.37575,-1.61598,0.0,0.0,0.0,19.79599
3.25851,3.32985,-2.32406,0.0,0.0,0.0,28.72739
4.39195,0.03594,-3.77353,0.0,0.0,0.0,0.00734
4.27045,1.69822,-3.32988,0.0,0.0,0.0,13.44326
2.72118,3.0189,-4.82091,0.0,0.0,0.0,38.523
1.4647,-2.69137,-2.03783,0.0,0.0,0.0,6.24613
2.25427,3.41202,2.64415,0.0,0.0,0.0,-25.50693
-1.16134,-4.36666,-3.6832,0.0,0.0,0.0,9.70161
-3.93009,2.03999,2.08272,0.0,0.0,0.0,-12.41731
-4.56901,-1.47653,-1.87587,0.0,0.0,0.0,6.18703
3.62256,1.75694,1.2816,0.0,0.0,0.0,-5.32465
0.47118,3.79029,2.2334,0.0,0.0,0.0,24.65044
-3.8434,-4.18782,-0.71097,0.0,0.0,0.0,18.44352
-1.62427,-0.29128,-1.18895,0.0,0.0,0.0,0.06201
-1.76723,-1.77096,2.09642,0.0,0.0,0.0,-3.77777
1.40477,0.45696,4.29168,0.0,0.0,0.0,-0.30347
-4.14021,-0.80616,-1.23612,0.0,0.0,0.0,1.21789
2.54296,2.60147,3.28645,0.0,0.0,0.0,-22.05462
-3.27017,0.45247,-3.61859,0.0,0.0,0.0,1.00843
3.69194,2.11931,-4.81031,0.0,0.0,0.0,31.93084
3.02171,-0.81483,1.52171,0.0,0.0,0.0,-1.10787
-1.88954,-2.74575,2.01881,0.0,0.0,0.0,-8.50598
2.60068,-3.58569,-1.17738,0.0,0.0,0.0,16.86337
1.0119,-0.46822,-0.57018,0.0,0.0,0.0,0.00328
0.75561,-0.65315,2.14656,0.0,0.0,0.0,0.27204
-4.48878,-3.33591,0.7561,0.0,0.0,0.0,-12.98608
-3.042,-4.87478,-4.6852,0.0,0.0,0.0,131.91161
-0.41954,1.17025,-4.62155,0.0,0.0,0.0,-5.70979
-4.18043,4.11422,1.88309,0.0,0.0,0.0,-40.96554
3.73825,4.62021,-2.92874,0.66533,0.0,0.0,6.05752
0.27531,0.48073,4.81455,0.66533,0.0,0.0,0.42172
2.88558,1.94604,4.08788,0.66533,0.0,0.0,1.81081
4.61937,2.91965,-2.06064,0.66533,0.0,0.0,4.74745
1.69759,-1.06804,0.44456,0.66533,0.0,0.0,-0.37582
0.07526,3.31487,1.37459,0.66533,0.0,0.0,0.22239
-2.79802,-3.81636,-2.31269,0.66533,0.0,0.0,-2.40844
-0.74554,1.0152,3.21648,0.66533,0.0,0.0,-1.55093
2.38424,-2.68506,-3.20806,0.66533,0.0,0.0,3.92696
4.44388,1.55044,0.40723,0.66533,0.0,0.0,-0.45658
-1.88749,-2.8295,3.59948,0.66533,0.0,0.0,8.11183
-2.73403,1.66248,3.59859,0.66533,0.0,0.0,-1.67353
-1.04883,2.19824,2.73699,0.66533,0.0,0.0,-3.93284
-3.44254,4.83047,-3.51797,0.66533,0.0,0.0,-2.87476
